name,type,region,n_total,prop_female,merged_variants
anagamma,first,South,19129.0,0.9976475508390402,
ravikumar,first,South,19106.0,0.005129278760598765,
sarasamma,first,South,19083.0,0.999109154745061,
narasimhulu,first,South,19036.0,0.006356377390208027,
ramaiah,first,South,18972.0,0.009434956778410289,
vani,first,South,18960.0,0.9916666666666667,
sabu,first,South,18943.0,0.0025339175420999844,
sudheer,first,South,18884.0,0.004130480830332557,
venkateshwarlu,first,South,18868.0,0.005935976256094976,
edukondalu,first,South,18830.0,0.02867764206054169,
durgarao,first,South,18799.0,0.0056385977977552,
sujaathaa,first,South,18703.0,0.9917660268406138,
nageswararao,first,South,18699.0,0.006363976683245094,
rangamma,first,South,18570.0,0.9967689822294022,
hemalatha,first,South,18463.0,0.9959378215891241,
veerababu,first,South,18400.0,0.0052173913043478265,
preetha,first,South,18358.0,0.9989105567055234,
rugmini,first,South,18344.0,0.9991822939380723,
veeramma,first,South,18305.0,0.9961759082217974,
kalavathi,first,South,18286.0,0.9963906813956032,
kantamma,first,South,18269.0,0.9961136351196015,
sravani,first,South,18205.0,0.9921999450700357,
ramakrishan,first,South,18171.0,0.010896483407627538,
raghavan,first,South,18164.0,0.001596564633340674,
soman,first,South,18137.0,0.002150300490709599,
thankappan,first,South,18117.0,0.001269525859689794,
govindamma,first,South,18094.0,0.9949707085221621,
sadaashiva,first,South,18088.0,0.004367536488279523,
manu,first,South,17961.0,0.042425254718556876,
narasimha,first,South,17948.0,0.011143302874972142,
anjaneyulu,first,South,17879.0,0.007438894792773645,
maimoona,first,South,17846.0,0.9985991258545333,
anand,first,South,17771.0,0.01204209104721175,
adilakshmi,first,South,17745.0,0.9965060580445196,
rema,first,South,17724.0,0.9985330625141051,
bhaskar,first,South,17660.0,0.01506228765571914,
gopalakrishnan,first,South,17643.0,0.0015870316839539762,
ramanjaneyulu,first,South,17627.0,0.0070346627333068585,
gauramma,first,South,17622.0,0.9956304619225967,
lakshmana,first,South,17502.0,0.028682436292995085,
pramod,first,South,17484.0,0.0020018302447952414,
dileep,first,South,17474.0,0.003376445004005952,
mangamma,first,South,17442.0,0.9956427015250545,
revathi,first,South,17440.0,0.9928899082568807,
rajitha,first,South,17418.0,0.9971868182340108,
johnson,first,South,17405.0,0.002010916403332376,
hanamavva,first,South,17341.0,0.9946369874863041,
chellamma,first,South,17263.0,0.9987835254590743,
rekha,first,South,17263.0,0.9950182471181139,
vijayakumar,first,South,17215.0,0.006680220737728725,
baburao,first,South,17207.0,0.004416807113384088,
lissy,first,South,17199.0,0.9995348566777138,
venkatasubbamma,first,South,17177.0,0.9956336962216918,
sanyasamma,first,South,17137.0,0.9955067981560366,
rasiya,first,South,17104.0,0.9989476145930777,
sarala,first,South,17100.0,0.9973684210526316,
vipin,first,South,17087.0,0.0015216246269093463,
kavithaa,first,South,17076.0,0.9904544389786836,
asharaf,first,South,17009.0,0.0038215062613910283,
sini,first,South,17001.0,0.9921181106993706,
sameera,first,South,16988.0,0.9961149046385684,
ganapathi,first,South,16977.0,0.034752900983683804,
polamma,first,South,16943.0,0.9953963288673788,
rajyalakshmi,first,South,16932.0,0.9965154736593432,
eswaramma,first,South,16929.0,0.992320869513852,
shiju,first,South,16918.0,0.011407967844898925,
sheena,first,South,16908.0,0.990596167494677,
jithin,first,South,16904.0,0.002129673450070989,
sajeev,first,South,16901.0,0.01733625229276374,
renjith,first,South,16888.0,0.0034343912837517766,
sreekumar,first,South,16863.0,0.001779042874933286,
vanaja,first,South,16843.0,0.9975657543193018,
ranjith,first,South,16798.0,0.0029170139302297894,
saranya,first,South,16747.0,0.9972532393861587,
nilamma,first,South,16711.0,0.9956316198910897,
jacob,first,South,16696.0,0.0016171538092956397,
mounika,first,South,16658.0,0.9930363789170369,
annapoorna,first,South,16653.0,0.9967573410196361,
nagaratnam,first,South,16650.0,0.9821621621621621,
vijayalakshhmi,first,South,16643.0,0.991227543111218,
sumesh,first,South,16635.0,0.0018034265103697023,
gracy,first,South,16607.0,0.9990365508520503,
bhargavi,first,South,16585.0,0.9949351823937292,
sujith,first,South,16579.0,0.004041257011882502,
asya,first,South,16520.0,0.9980629539951574,
suja,first,South,16500.0,0.9969090909090909,
jhansi,first,South,16455.0,0.9944697660285627,
sushilaa,first,South,16450.0,0.9947720364741641,
shivamma,first,South,16444.0,0.9959255655558258,
kishore,first,South,16442.0,0.005656246198759275,
lakshmanarao,first,South,16393.0,0.0046361251753797355,
arjuna,first,South,16335.0,0.017202326293235384,
pavani,first,South,16175.0,0.9928902627511592,
chacko,first,South,16167.0,0.0009278159213212099,
subbarayudu,first,South,16164.0,0.0068052462261816386,
francis,first,South,16133.0,0.006322444678609062,
kannan,first,South,16104.0,0.003601589667163438,
subrahmanyam,first,South,16091.0,0.009135541607109565,
venkateswararao,first,South,16070.0,0.0048537647790914745,
priyanka,first,South,16070.0,0.9942128189172371,
chandramma,first,South,16069.0,0.9944613852759973,
rohini,first,South,16050.0,0.9742056074766355,
sebastian,first,South,16037.0,0.0016836066595996757,
thresiamma,first,South,16016.0,0.9990634365634365,
parvatamma,first,South,15974.0,0.9976837360711156,
annie,first,South,15957.0,0.9986839631509682,
saleena,first,South,15950.0,0.9986833855799373,
shylaja,first,South,15903.0,0.9993711878261963,
sarasvathi,first,South,15885.0,0.9925716084356311,
james,first,South,15824.0,0.0038549039433771488,
sivadasan,first,South,15808.0,0.0015814777327935222,
jessy,first,South,15798.0,0.9973414356247626,
gireesh,first,South,15787.0,0.0023437005130803826,
maria,first,West,11812.0,0.9969522519471724,
sabaanaa,first,West,9577.0,0.9924819880964811,
paraveen,first,West,6349.0,0.9855095290596945,
laxmi,first,West,5426.0,0.9961297456690011,
saaheen,first,West,5110.0,0.9810176125244618,
pharajaanaa,first,West,4699.0,0.9951053415620345,
santosh,first,West,4649.0,0.012475801247580125,
sunita,first,West,4226.0,0.9981069569332702,
nasareen,first,West,4147.0,0.9896310585965759,
sunithaa,first,West,4027.0,0.9920536379438788,
begam,first,West,4007.0,0.9857748939356127,
sanjay,first,West,3951.0,0.003290306251581878,
prakash,first,West,3932.0,0.002288911495422177,
suresh,first,West,3894.0,0.002054442732408834,
sameenaa,first,West,3733.0,0.9924993302973479,
rijavaanaa,first,West,3718.0,0.9776761699838623,
salamaa,first,West,3644.0,0.9890230515916575,
krishna,first,West,3460.0,0.02601156069364162,
rajesh,first,West,3459.0,0.003180109858340561,
jose,first,West,3459.0,0.003469210754553339,
sulathaanaa,first,West,3456.0,0.9811921296296297,
ramesh,first,West,3449.0,0.002029573789504204,
reshma,first,West,3402.0,0.9991181657848325,
rehaanaa,first,West,3387.0,0.9884853852967228,
anita,first,West,3293.0,0.9972669298511995,
antonio,first,West,3290.0,0.008206686930091186,
manisha,first,West,3287.0,0.998478856099787,
sahanaaj,first,West,3279.0,0.9786520280573345,
mahesh,first,West,3275.0,0.000916030534351145,
lakshmee,first,West,3216.0,0.9791666666666666,
anithaa,first,West,3216.0,0.9919154228855721,
ashok,first,West,3115.0,0.0016051364365971107,
usha,first,West,3110.0,0.9981515711645101,ushaa
anand,first,West,3069.0,0.002606712284131639,
lakshmeebaaee,first,West,3050.0,0.9970491803278688,
narayan,first,West,3042.0,0.0023011176857330702,
baanoo,first,West,3030.0,0.9798679867986798,
fatima,first,West,3022.0,0.99867637326274,
savita,first,West,2836.0,0.997179125528914,
geeta,first,West,2796.0,0.9978540772532188,
aamjum,first,West,2787.0,0.9583781844277001,
francisco,first,West,2755.0,0.006533575317604356,
saamthaabaaee,first,West,2739.0,0.9978094194961665,
chandrakant,first,West,2676.0,0.0029895366218236174,
rajendra,first,West,2525.0,0.0031683168316831685,
anthony,first,West,2465.0,0.0016227180527383367,
amita,first,West,2465.0,0.994331983805668,amit
rukhasaanaa,first,West,2411.0,0.9958523434259643,
nilesh,first,West,2376.0,0.0025252525252525255,
umesh,first,West,2355.0,0.003821656050955414,
pandurang,first,West,2349.0,0.001277139208173691,
rubeenaa,first,West,2334.0,0.991859468723222,
pooja,first,West,2312.0,0.9982698961937716,
yaasmeen,first,West,2307.0,0.9921976592977894,
sneha,first,West,2297.0,0.9982585981715281,
najamaa,first,West,2242.0,0.9933095450490633,
prashant,first,West,2232.0,0.0013440860215053765,
sandeep,first,West,2228.0,0.004937163375224416,
sakeelaa,first,West,2225.0,0.9896629213483146,
rekha,first,West,2224.0,0.9982014388489209,
naajeeyaa,first,West,2210.0,0.9891402714932127,
priyanka,first,West,2203.0,0.9981842941443486,
samgithaa,first,West,2201.0,0.9927305770104498,
phareedaa,first,West,2201.0,0.9845524761472059,
gurudas,first,West,2196.0,0.001366120218579235,
vaisaalee,first,West,2184.0,0.9908424908424909,
kalpanaa,first,West,2157.0,0.9944367176634215,
subhash,first,West,2155.0,0.0018561484918793504,
suraj,first,West,2145.0,0.04195804195804196,
parvati,first,West,2143.0,0.9986000933271115,
rekhaa,first,West,2141.0,0.9771134983652499,
sarita,first,West,2127.0,0.999059708509638,
rajiyaa,first,West,2108.0,0.9895635673624289,
dinesh,first,West,2105.0,0.00332541567695962,
mahadev,first,West,2098.0,0.005243088655862726,
kavithaa,first,West,2094.0,0.9918815663801337,
joao,first,West,2090.0,0.00430622009569378,
sangeeta,first,West,2073.0,0.9966232513265798,
niloophar,first,West,2068.0,0.9937137330754352,
sarasvathee,first,West,2059.0,0.9514327343370568,
soobhaa,first,West,2011.0,0.9806066633515664,
priya,first,West,2002.0,0.998001998001998,
laxman,first,West,2000.0,0.0025,
jyoti,first,West,2000.0,0.9935,
aayasaa,first,West,1980.0,0.9939393939393939,
joaquim,first,West,1975.0,0.010632911392405063,
thabassum,first,West,1954.0,0.9933469805527124,
deepa,first,West,1952.0,0.9994877049180327,
ana,first,West,1933.0,0.9875840662183135,
rukmini,first,West,1925.0,1.0,
seema,first,West,1921.0,0.9994794377928162,
smita,first,West,1896.0,0.9994725738396625,
john,first,West,1893.0,0.0036978341257263604,
surekha,first,West,1879.0,0.9994678020223523,
supriya,first,West,1877.0,0.9962706446457112,
sumitra,first,West,1871.0,0.9978621058257616,
asha,first,West,1861.0,0.9978506179473401,
paravin,first,West,1859.0,0.9892415277030662,
aaphareen,first,West,1859.0,0.9935449166218397,
jayasree,first,West,1846.0,0.9902491874322861,
uday,first,West,1837.0,0.048448557430593356,
agnelo,first,West,1833.0,0.005455537370430988,
kavita,first,West,1832.0,0.9983624454148472,
nirmalaa,first,West,1832.0,0.9732532751091703,
archanaa,first,West,1832.0,0.99617903930131,
prasad,first,West,1828.0,0.047592997811816196,
rupesh,first,West,1809.0,0.002211166390270868,
hinaa,first,West,1805.0,0.9916897506925207,
aphasaanaa,first,West,1785.0,0.9938375350140056,
samgeethaa,first,West,1772.0,0.9909706546275395,
saminaa,first,West,1771.0,0.9920948616600791,
aasamaa,first,West,1770.0,0.9943502824858758,
vinod,first,West,1766.0,0.0033975084937712344,
saeedaa,first,West,1759.0,0.9778283115406481,
govind,first,West,1747.0,0.0011448196908986834,
vaishali,first,West,1746.0,0.9982817869415808,
sabaanaabee,first,West,1746.0,0.9891179839633448,
resamaa,first,West,1735.0,0.9948126801152738,
akshay,first,West,1731.0,0.04101675332177932,
gajanan,first,West,1729.0,0.0,
jareenaa,first,West,1721.0,0.9970947123765252,
shankar,first,West,1719.0,0.0011634671320535194,
damodar,first,West,1712.0,0.0035046728971962616,
rubinaa,first,West,1708.0,0.9947306791569087,
ashwini,first,West,1686.0,0.9922894424673784,
sushma,first,West,1676.0,1.0,
ganesh,first,West,1675.0,0.0029850746268656717,
manoj,first,West,1668.0,0.0077937649880095924,
suvarna,first,West,1662.0,0.9945848375451264,
shilpa,first,West,1656.0,1.0,
satish,first,West,1645.0,0.00182370820668693,
resmaa,first,West,1637.0,0.9969456322541234,
lathaa,first,West,1629.0,0.9711479435236341,
mohan,first,West,1626.0,0.0024600246002460025,
shobha,first,West,1626.0,0.9993849938499385,
sandesh,first,West,1623.0,0.0018484288354898336,
vinayak,first,West,1608.0,0.0012437810945273632,
yaasmin,first,West,1605.0,0.9869158878504672,
sabanam,first,West,1595.0,0.9918495297805643,
poonam,first,West,1594.0,0.9749058971141782,
phaathemaa,first,West,1583.0,0.9949463044851548,
sujata,first,West,1565.0,1.0,
urmila,first,West,1555.0,0.9993569131832798,
vamdanaa,first,West,1554.0,0.9961389961389961,
kamalaabaaee,first,West,1552.0,0.9980670103092784,
surekhaa,first,West,1549.0,0.9657843770174306,
manishaa,first,West,1546.0,0.9851228978007762,
kumaaree,first,West,1539.0,0.9623131903833658,
saajedaa,first,West,1516.0,0.9927440633245382,
sanjana,first,West,1514.0,0.9993394980184941,
aasiyaa,first,West,1512.0,0.9742063492063492,
yaasameen,first,West,1507.0,0.9900464499004645,
kalpana,first,West,1491.0,0.9993293091884641,
savitri,first,West,1489.0,0.9993284083277367,
archana,first,West,1488.0,0.9979838709677419,
vishal,first,West,1486.0,0.005383580080753701,
simaa,first,West,1480.0,0.9702702702702702,
pushpaa,first,West,1478.0,0.9952638700947226,
francis,first,West,1464.0,0.012295081967213115,
laximi,first,West,1449.0,1.0,
raju,first,West,1446.0,0.011065006915629323,
seemaa,first,West,1444.0,0.9806094182825484,
mumathaajabee,first,West,1442.0,0.9951456310679612,
jubedaabee,first,West,1441.0,0.9951422623178349,
lalita,first,West,1437.0,0.9972164231036882,
nusarath,first,West,1435.0,0.954006968641115,
joseph,first,West,1434.0,0.03207810320781032,
pramila,first,West,1432.0,0.9986033519553073,
sharmila,first,West,1430.0,1.0,
vithal,first,West,1423.0,0.02881236823612087,
lata,first,West,1421.0,0.9985925404644617,
rohidas,first,West,1415.0,0.0028268551236749115,
sireen,first,West,1408.0,0.9829545454545454,
sangita,first,West,1401.0,0.9985724482512491,
anant,first,West,1399.0,0.0014295925661186562,
phaathamaa,first,West,1399.0,0.9928520371694067,
sakumthalaa,first,West,1397.0,0.9949892627057981,
haseenaa,first,West,1397.0,0.9856836077308518,
divya,first,West,1396.0,0.9978510028653295,
saahedaa,first,West,1393.0,0.9964106245513281,
chamdrakalaa,first,West,1392.0,0.9920977011494253,
filomena,first,West,1389.0,0.986321094312455,
ulhas,first,West,1377.0,0.0007262164124909223,
anusayaa,first,West,1373.0,0.9956300072833212,
heenaa,first,West,1362.0,0.9919236417033774,
vanita,first,West,1360.0,0.9992647058823529,
shrikant,first,West,1358.0,0.004418262150220913,
saayamaa,first,West,1350.0,0.9940740740740741,
sabeenaa,first,West,1348.0,0.9925816023738873,
janaabaaee,first,West,1346.0,0.9955423476968797,
ankita,first,West,1343.0,0.9970215934475056,
anandi,first,West,1343.0,0.9977661950856291,
ravindra,first,West,1342.0,0.0,
nikita,first,West,1341.0,0.9985085756897838,
swati,first,West,1337.0,0.9992520568436799,
yogesh,first,West,1331.0,0.002253944402704733,
saayaraabee,first,West,1327.0,0.9917106254709872,
pratima,first,West,1326.0,1.0,
pramod,first,West,1325.0,0.0015094339622641509,
neha,first,West,1322.0,0.9984871406959153,
samir,first,West,1321.0,0.03785011355034065,
prabhakar,first,West,1321.0,0.009084027252081756,
tukaram,first,West,1316.0,0.0022796352583586625,
hameedaabee,first,West,1316.0,0.9916413373860182,
sonali,first,West,1313.0,0.996953541507997,
naajemaa,first,West,1312.0,0.9946646341463414,
ramchandra,first,West,1312.0,0.0022865853658536584,
sunanda,first,West,1308.0,0.9992354740061162,
vandana,first,West,1296.0,0.9992283950617284,
aayesaa,first,West,1296.0,0.996141975308642,
renuka,first,West,1295.0,0.9976833976833976,
nirmala,first,West,1293.0,0.9992266047950503,
sahenaaj,first,West,1293.0,0.9860788863109049,
sadanand,first,West,1289.0,0.0015515903801396431,
rahul,first,West,1280.0,0.0046875,
sarvesh,first,West,1276.0,0.0023510971786833857,
sita,first,West,1269.0,0.9984239558707644,
gauri,first,West,1269.0,0.9936958234830575,
asvinee,first,West,1263.0,0.9817893903404592,
shailesh,first,West,1256.0,0.0031847133757961785,
hameedaa,first,West,1255.0,0.9912350597609562,
sweta,first,West,1248.0,0.999198717948718,
yeshwant,first,West,1244.0,0.0008038585209003215,
maya,first,West,1243.0,0.995172968624296,
raeesaa,first,West,1239.0,0.9887005649717514,
bharati,first,West,1238.0,0.9935379644588045,
shanti,first,West,1238.0,0.9951534733441034,
radha,first,West,1234.0,0.9902755267423015,
manohar,first,West,1233.0,0.0008110300081103001,
varsha,first,West,1233.0,0.9959448499594485,
pratiksha,first,West,1226.0,0.99836867862969,
susilaa,first,West,1222.0,0.9926350245499181,
sandhya,first,West,1220.0,0.9983606557377049,
pharaheen,first,West,1215.0,0.994238683127572,
jameelaa,first,West,1215.0,0.9868312757201646,
tulshidas,first,West,1214.0,0.0,
ramdas,first,West,1213.0,0.0,
nisha,first,West,1213.0,0.9967023907666942,
pharahaanaa,first,West,1211.0,0.9933938893476466,
haseenaabee,first,West,1207.0,0.9933719966859983,
shubhangi,first,West,1207.0,0.9991714995857498,
ujwala,first,West,1204.0,0.9991694352159468,
mohammed,first,West,1201.0,0.004995836802664446,
diksha,first,West,1200.0,1.0,
pushpa,first,West,1194.0,1.0,
suloochanaa,first,West,1188.0,0.9966329966329966,
peter,first,West,1183.0,0.00422654268808115,
miraabaaee,first,West,1183.0,0.9966187658495351,
saaberaabee,first,West,1183.0,0.9940828402366864,
sayyadaa,first,West,1175.0,0.9889361702127659,
thaaraabaaee,first,West,1175.0,0.9991489361702127,
jijaabaaee,first,West,1175.0,0.9940425531914894,
mohammad,first,West,1174.0,0.0034071550255536627,
rukasaanaa,first,West,1172.0,0.992320819112628,
sunamdaa,first,West,1170.0,0.9888888888888889,
manuel,first,West,1168.0,0.015410958904109588,
julekhaa,first,West,1164.0,0.9879725085910653,
deepali,first,West,1160.0,1.0,
geethaa,first,West,1158.0,0.9879101899827288,
gopal,first,West,1157.0,0.003457216940363008,
sebastiao,first,West,1154.0,0.01733102253032929,
asamaa,first,West,1142.0,0.9938704028021016,
nitin,first,West,1141.0,0.006134969325153374,
savio,first,West,1131.0,0.007073386383731211,
sumayyaa,first,West,1130.0,0.9938053097345133,
sushila,first,West,1128.0,0.9973404255319149,
vasudev,first,West,1128.0,0.028368794326241134,
vijaya,first,West,1126.0,0.9822380106571936,
suchita,first,West,1120.0,0.9991071428571429,
rita,first,West,1115.0,0.9982062780269059,
jaahedaa,first,West,1114.0,0.9982046678635548,
sakeelaabee,first,West,1114.0,0.992818671454219,
sushant,first,West,1113.0,0.0035938903863432167,
shashikant,first,West,1112.0,0.0017985611510791368,
najamaabee,first,West,1112.0,0.9928057553956835,
devidas,first,West,1103.0,0.0027198549410698096,
premanand,first,West,1102.0,0.0018148820326678765,
ramjanaa,first,West,1100.0,0.9927272727272727,
varshaa,first,West,1098.0,0.9681238615664846,
dattaram,first,West,1092.0,0.0,
kaamthaabaaee,first,West,1092.0,0.9935897435897436,
sabaa,first,West,1089.0,0.9843893480257117,
phaathamaabee,first,West,1084.0,0.9916974169741697,
samareen,first,West,1081.0,0.9740980573543015,
thaaheraa,first,West,1075.0,0.9906976744186047,
naresh,first,West,1073.0,0.001863932898415657,
nagamaa,first,West,1073.0,0.994408201304753,
lalithaa,first,West,1072.0,0.9953358208955224,
anisaa,first,West,1069.0,0.9859681945743686,
jubedaa,first,West,1066.0,0.9943714821763602,
vasanti,first,West,1066.0,1.0,
pedro,first,West,1064.0,0.0037593984962406013,
kamalaa,first,West,1057.0,0.9687795648060549,
vanithaa,first,West,1056.0,0.9914772727272727,
dipaalee,first,West,1051.0,0.9876308277830638,
paarvathee,first,West,1050.0,0.9876190476190476,
mohini,first,West,1049.0,0.9990467111534795,
aminaabee,first,West,1047.0,0.997134670487106,
shubham,first,West,1046.0,0.020076481835564052,
vijayaa,first,West,1041.0,0.9596541786743515,
ajit,first,West,1034.0,0.0038684719535783366,
rohan,first,West,1033.0,0.0,
siddhi,first,West,1032.0,0.9893410852713178,
sameemabaanoo,first,West,1031.0,0.9932104752667313,
saaeesthaa,first,West,1028.0,0.9902723735408561,
aasaabaaee,first,West,1025.0,0.9951219512195122,
saraswati,first,West,1023.0,0.9980449657869013,
lilaabaaee,first,West,1021.0,0.9960822722820764,
soonaalee,first,West,1015.0,0.9842364532019704,
sudha,first,West,1014.0,0.9970414201183432,
saeedaabee,first,West,1009.0,0.9920713577799801,
ujamaa,first,West,1006.0,0.9940357852882704,
naseemabaanoo,first,West,1003.0,0.9940179461615155,
sudesh,first,West,997.0,0.012036108324974924,
trupti,first,West,993.0,1.0,
asmaa,first,West,992.0,0.9899193548387096,
nitesh,first,West,990.0,0.00101010101010101,
neeta,first,West,990.0,0.998989898989899,
rupali,first,West,989.0,0.9989888776541962,
saleemaabee,first,West,987.0,0.993920972644377,
kishor,first,West,986.0,0.0010141987829614604,
babu,first,West,984.0,0.016260162601626018,
pharajaanaabee,first,West,976.0,0.9907786885245902,
jameelaabee,first,West,971.0,0.9948506694129763,
sujaathaa,first,West,968.0,0.9855371900826446,
khaathun,first,West,968.0,0.9524793388429752,
khaathoon,first,West,967.0,0.9669079627714581,
meena,first,West,966.0,0.9927536231884058,
nikhil,first,West,960.0,0.040625,
rajeeyaa,first,West,954.0,0.989517819706499,
chandravati,first,West,953.0,0.9989506820566632,
ranjana,first,West,951.0,0.9968454258675079,
rosa,first,West,948.0,0.9989451476793249,
aabedaabee,first,West,945.0,0.9883597883597883,
naaheed,first,West,942.0,0.9522292993630573,
radhika,first,West,940.0,1.0,
shakuntala,first,West,940.0,0.9989361702127659,
milagrina,first,West,938.0,0.9989339019189766,
sahanaajabee,first,West,936.0,0.9946581196581197,
pallavi,first,West,930.0,0.9978494623655914,
prathibhaa,first,West,930.0,0.9924731182795699,
haleemaabee,first,West,926.0,0.9967602591792657,
pramilaa,first,West,923.0,0.9967497291440953,
vidhya,first,West,921.0,0.995656894679696,
nurajahaa,first,West,921.0,0.990228013029316,
raadhaabaaee,first,West,919.0,0.9956474428726877,
rajiyaabee,first,West,918.0,0.9956427015250545,
sheetal,first,West,918.0,0.9978213507625272,
rehaanaabee,first,West,917.0,0.9934569247546347,
prema,first,West,916.0,0.9945414847161572,
aabedaa,first,West,915.0,0.9978142076502732,
kalaavathee,first,West,913.0,0.9934282584884995,
vasant,first,West,909.0,0.011001100110011002,
nurajah,first,West,905.0,0.9955801104972376,
ankush,first,West,904.0,0.0,
anjali,first,West,901.0,1.0,
mahendra,first,West,901.0,0.00776914539400666,
dayanand,first,West,900.0,0.0033333333333333335,
pundalik,first,West,899.0,0.004449388209121246,
saayaraabaanoo,first,West,895.0,0.9910614525139665,
chamdrabhaagaa,first,West,895.0,0.994413407821229,
shruti,first,West,894.0,0.9977628635346756,
pratibha,first,West,892.0,0.9977578475336323,
nagesh,first,West,886.0,0.001128668171557562,
sasikalaa,first,West,885.0,0.9909604519774011,
hanumant,first,West,884.0,0.0011312217194570137,
nikhath,first,West,884.0,0.9920814479638009,
rajeeyaabee,first,West,883.0,0.9943374858437146,
menino,first,West,880.0,0.005681818181818182,
prabhavati,first,West,879.0,0.9988623435722411,
rupa,first,West,876.0,0.9931506849315068,
kusum,first,West,875.0,0.9645714285714285,
rajani,first,West,870.0,0.9839080459770115,
saahisthaa,first,West,869.0,0.9930955120828538,
jayesh,first,West,869.0,0.0023014959723820483,
rupaalee,first,West,867.0,0.9850057670126874,
thaaheraabee,first,West,864.0,0.9930555555555556,
shantaram,first,West,863.0,0.0011587485515643105,
prachi,first,West,862.0,0.9976798143851509,
ramakant,first,West,862.0,0.002320185614849188,
suryakant,first,West,859.0,0.0,
kashinath,first,West,857.0,0.002333722287047841,
joanita,first,West,857.0,0.9976662777129521,
napheesaa,first,West,855.0,0.9801169590643275,
gajaalaa,first,West,853.0,0.9660023446658851,
rohini,first,West,853.0,0.9988276670574443,
baanoobee,first,West,852.0,0.9953051643192489,
mary,first,West,850.0,0.9764705882352941,
shital,first,West,849.0,0.9858657243816255,
datta,first,West,848.0,0.00589622641509434,
sulochana,first,West,846.0,0.9988179669030733,
sulaksha,first,West,845.0,0.9988165680473373,
paresh,first,West,844.0,0.005924170616113744,
nilima,first,West,840.0,0.9976190476190476,
rashmi,first,West,839.0,0.9940405244338498,
rosy,first,West,835.0,1.0,
manjula,first,West,834.0,0.9976019184652278,
mario,first,West,834.0,0.013189448441247002,
tharannum,first,West,832.0,0.9951923076923077,
jayanti,first,West,830.0,0.9686746987951808,
sugaraabee,first,West,830.0,0.9879518072289156,
bhaagyasree,first,West,827.0,0.9975816203143894,
lathaabaaee,first,West,827.0,0.9987908101571947,
sithaabaaee,first,West,824.0,0.9939320388349514,
priti,first,West,824.0,0.9951456310679612,
sumaiyyaa,first,West,820.0,0.9939024390243902,
alakaa,first,West,819.0,0.9792429792429792,
bharat,first,West,819.0,0.008547008547008548,
saamthaa,first,West,818.0,0.960880195599022,
madhavi,first,West,817.0,0.9742962056303549,
ujvalaa,first,West,816.0,0.9926470588235294,
karishma,first,West,815.0,0.9987730061349693,
saaheenaa,first,West,815.0,0.992638036809816,
saguphthaa,first,West,815.0,0.992638036809816,
punam,first,West,814.0,0.9582309582309583,
sumanabaaee,first,West,812.0,0.9963054187192119,
surendra,first,West,812.0,0.0024630541871921183,
shashikala,first,West,810.0,0.9987654320987654,
dnyaneshwar,first,West,809.0,0.0012360939431396785,
antoneta,first,West,803.0,0.9975093399750934,
sandip,first,West,803.0,0.0049813200498132005,
ameenaabee,first,West,801.0,0.9862671660424469,
anuradha,first,West,799.0,0.9987484355444305,
maalanabee,first,West,797.0,0.9962358845671268,
taramati,first,West,796.0,1.0,
ramnath,first,West,796.0,0.001256281407035176,
anisha,first,West,795.0,1.0,
siddesh,first,West,794.0,0.0,
gamgaabaaee,first,West,793.0,0.9911727616645649,
leena,first,West,792.0,0.9987373737373737,
sumithraa,first,West,791.0,0.9646017699115044,
gokuldas,first,West,786.0,0.001272264631043257,
mangala,first,West,785.0,0.9961783439490446,
premavati,first,West,784.0,0.9987244897959183,
saahin,first,West,779.0,0.982028241335045,
raseedaa,first,West,779.0,0.9884467265725289,
caetano,first,West,779.0,0.011553273427471117,
aminaa,first,West,776.0,0.9871134020618557,
jitendra,first,West,774.0,0.0012919896640826874,
yogita,first,West,773.0,0.9974126778783958,
francisca,first,West,772.0,0.9896373056994818,
xavier,first,West,771.0,0.0038910505836575876,
avinash,first,West,770.0,0.005194805194805195,
namdev,first,West,766.0,0.007832898172323759,
mohamad,first,West,765.0,0.009150326797385621,
salamaabee,first,West,764.0,0.9869109947643979,
saajeeyaa,first,West,763.0,0.9855832241153342,
vishwanath,first,West,761.0,0.005256241787122208,
manjunath,first,West,761.0,0.006570302233902759,
inacio,first,West,761.0,0.017082785808147174,
namrata,first,West,759.0,0.9986824769433466,
mukesh,first,West,759.0,0.005270092226613966,
maadhuree,first,West,757.0,0.9815059445178336,
kousalyaa,first,West,755.0,0.9735099337748344,
shradha,first,West,755.0,1.0,
aarephaa,first,West,753.0,0.9907038512616202,
minaakshee,first,West,752.0,0.9867021276595744,
uttam,first,West,751.0,0.0039946737683089215,
jooharaa,first,West,750.0,0.9506666666666667,
khaathunabee,first,West,750.0,0.9973333333333333,
gauresh,first,West,750.0,0.0,
suhasini,first,West,747.0,0.998661311914324,
luiza,first,West,744.0,0.9986559139784946,
iraphaanaa,first,West,741.0,0.9919028340080972,
shrimati,first,West,739.0,0.9986468200270636,
pankaj,first,West,738.0,0.006775067750677507,
kamarunneesaa,first,West,738.0,0.994579945799458,
parshuram,first,West,737.0,0.0027137042062415195,
keshav,first,West,736.0,0.002717391304347826,
saalehaa,first,West,734.0,0.9713896457765667,
kanchan,first,West,729.0,0.9698216735253772,
haleemaa,first,West,726.0,0.9834710743801653,
samiksha,first,West,724.0,0.9972375690607734,
ratnakar,first,West,721.0,0.0,
arvind,first,West,720.0,0.002777777777777778,
