name,clf_predicted_religion,clf_max_prob,prob_Hindu,prob_Muslim,prob_Sikh,prob_Christian,prob_Jain,prob_Buddhist,clf_predicted_religion_corrected,clf_max_prob_corrected
kundan,Hindu,0.9862223418571152,0.9862223418571152,0.0009342977872552,0.0006564037800601,0.0114944004490153,0.0001768083485148,0.0005157477780392,Hindu,0.699031570469333
kundu,Hindu,0.9873178616183632,0.9873178616183632,0.0045232853653439,0.0022856481825451,0.0017939820561364,0.003284047757372,0.0007951750202394,Hindu,0.8473224591762398
kuni,Hindu,0.8460405949077373,0.8460405949077373,0.1052763425254345,0.003330798520546,0.0452496008104825,1.326981438241298e-05,8.939342141709293e-05,Christian,0.44963858193100387
kunjan,Hindu,0.8594932536155854,0.8594932536155854,0.085016503970673,0.0138470270165308,0.0381784225604745,6.437212567215496e-06,0.0034583556241689,Christian,0.39401057556310964
kunjiraman,Hindu,0.9618480533608283,0.9618480533608283,0.0191468880051286,0.000861053487235,0.0095120071308941,4.300768853724572e-05,0.0085889903273763,Hindu,0.6331856780004372
kunju,Hindu,0.4945483524258096,0.4945483524258096,0.3533781979454692,0.0116452641849427,0.1396388267394668,1.2322756672202389e-05,0.0007770359476393,Christian,0.5413953992581312
kunthalaa,Hindu,0.8113697400872621,0.8113697400872621,0.0017540848406487,0.0018051529464965,0.1847381361169685,1.2755771004335025e-05,0.0003201302376195,Christian,0.8790404373526822
kunthee,Hindu,0.5560001095228267,0.5560001095228267,0.037502110983695,0.0493055481037026,0.356694084888482,1.6839933449542365e-05,0.0004813065678441,Christian,0.8478254545922418
kunwar,Hindu,0.9739997339037924,0.9739997339037924,0.0119895429808064,0.0009576592657075,0.0128640085094044,7.944471353504419e-06,0.0001811108689357,Hindu,0.6265698418108949
kuppan,Hindu,0.999717810825034,0.999717810825034,2.45834868344424e-05,0.0001159218603976,0.0001249206152218,1.3857764632065189e-05,2.9054478796805083e-06,Hindu,0.992403176682784
kuppusamy,Hindu,0.998606881066982,0.998606881066982,0.0008337130667081,0.0001725462722946,0.0003838823274448,5.690507397004716e-07,2.4082158305203024e-06,Hindu,0.9750767773027691
kuraishi,Hindu,0.8048194681620823,0.8048194681620823,0.1663645248449365,0.0017451664202685,0.0269215392630759,2.1750976409161223e-05,0.0001275503332274,Muslim,0.4640769005307461
kuresee,Christian,0.5903096655930369,0.0292450098727662,0.3801965891611299,0.0002228948261976,0.5903096655930369,2.333756773631688e-05,2.502979132938595e-06,Christian,0.8512295773637854
kureshi,Muslim,0.965483054991577,0.0286137854275067,0.965483054991577,3.4822491680357405e-05,0.0054297153895655,0.0004252963857404,1.3325313929644806e-05,Muslim,0.976180951481231
kuriakose,Christian,0.9997884286977172,0.0001480383092317,2.3442544653300017e-05,3.9980415332987336e-05,0.9997884286977172,2.478962137368517e-08,8.524344351190838e-08,Christian,0.9999587626985265
kurian,Christian,0.9997124772892576,0.0002765153186921,6.017789425085763e-06,4.880219706880661e-06,0.9997124772892576,2.4167845281700843e-08,8.521507315805698e-08,Christian,0.9999866098851109
kuru,Hindu,0.8451086418316467,0.8451086418316467,0.0140599418852262,0.0063987380573873,0.1343472527563927,4.092500456463402e-06,8.13329688904932e-05,Christian,0.8018458127586126
kusam,Hindu,0.9165877078383322,0.9165877078383322,0.0627249447813963,0.001499834908687,0.019041186893524,3.668287643167628e-06,0.0001426572904171,Hindu,0.41773605738752506
kusamaa,Hindu,0.5867464413650426,0.5867464413650426,0.1064061292064938,0.0017486621064636,0.304756980545988,9.46556901641956e-05,0.0002471310858476,Christian,0.8664343294699949
kushwaha,Hindu,0.9999726742756692,0.9999726742756692,1.722026317843139e-05,1.4269058896737926e-06,7.00752167897542e-06,1.2405249212354084e-08,1.658628334727375e-06,Hindu,0.9995557476250361
kusum,Muslim,0.402081581984571,0.3979269932163615,0.402081581984571,0.0179521556255649,0.1817404374210541,9.78174999157428e-06,0.0002890500024568,Christian,0.5767861894677028
kusumaa,Christian,0.7986395763329255,0.1171540997776789,0.0809343218845153,0.0031116019785803,0.7986395763329255,1.15590603642142e-05,0.0001488409659356,Christian,0.9666633459744818
kusumalathaa,Christian,0.8807490988815392,0.1009430388751323,0.0168413386787826,0.0013354124317231,0.8807490988815392,3.457187957028456e-06,0.0001276539448656,Christian,0.9904541792343083
kute,Hindu,0.8299778582634768,0.8299778582634768,0.0532751688578954,0.0022186641693095,0.1138643089604997,3.637520067153345e-05,0.0006276245481469,Christian,0.7393008856416048
kuttan,Hindu,0.9964043866607288,0.9964043866607288,0.0030721314753619,0.0001486819281785,0.0003200385002464,2.150228202775653e-05,3.3259153456247954e-05,Hindu,0.9580749055330956
kuttappan,Hindu,0.9998845028893693,0.9998845028893693,4.6632893861703e-05,1.1691540428486144e-05,4.291280315604961e-05,1.3810589788530409e-05,4.492833962600997e-07,Hindu,0.9977364509926039
kutti,Hindu,0.6991434169938147,0.6991434169938147,0.2936544158958958,0.0016047003602533,0.0055495555729023,3.2959571382267944e-05,1.4951605751639038e-05,Muslim,0.7445950213212374
kutty,Hindu,0.5027818401032723,0.5027818401032723,0.2877326524522731,0.0222384656238973,0.1872192476311531,8.188926698824472e-06,1.960526270527764e-05,Christian,0.6321846200338532
kuvar,Hindu,0.5343181596461598,0.5343181596461598,0.009094447883442,0.0009925005430919,0.4554255235905937,7.419837364215451e-05,9.516996307010874e-05,Christian,0.9605217970197548
laabh,Hindu,0.5988337908248836,0.5988337908248836,0.3043685039723844,0.0024443787771161,0.094083841713303,6.563633804516531e-05,0.0002038483742673,Christian,0.4821673758945439
laad,Christian,0.5901314443280802,0.3971394727894652,0.0117700298626156,0.0005786990630591,0.5901314443280802,9.757474206734933e-05,0.0002827792147126,Christian,0.9749510121612139
laadoo,Hindu,0.6793829872427579,0.6793829872427579,0.038230098864372,0.0062125868426074,0.2754287841280463,8.35197991559224e-05,0.0006620231230602,Christian,0.8877982558251257
laakhan,Hindu,0.6963941456807663,0.6963941456807663,0.2914779270142539,0.0030715384491422,0.0088777439205085,2.0668022815248245e-05,0.0001579769125137,Muslim,0.7134871985499942
laal,Christian,0.7029372666022192,0.1929190246205485,0.1025922827480117,0.0014420461723775,0.7029372666022192,6.009592810757882e-05,4.928392873515425e-05,Christian,0.9535078150402334
laalaa,Christian,0.8676783709151527,0.105696953530042,0.025793618603289,0.0007524534106391,0.8676783709151527,2.0236742534374967e-05,5.836679834267594e-05,Christian,0.9879535699803925
laalaaraam,Christian,0.780137920060185,0.2091334990636948,0.0098466720569422,0.0006720126449588,0.780137920060185,3.2202845924213186e-05,0.0001776933282948,Christian,0.9882859995111343
laalabaaboo,Muslim,0.8104253133209596,0.0879476580578939,0.8104253133209596,0.0020773184368708,0.0992614985442163,1.0668815714722404e-05,0.0002775428243446,Muslim,0.6779517377279658
laalabaabu,Muslim,0.6471961901030017,0.1732382021251434,0.6471961901030017,0.0007167874795554,0.1786220732202893,4.725233181335252e-05,0.0001794947401967,Christian,0.498804011048936
laalabahaadur,Hindu,0.913281032638924,0.913281032638924,0.0497016261670728,0.0017233079195722,0.0346159242834155,6.812756811411015e-05,0.0006099814229009,Christian,0.4563984305810356
